date,age_format,cases
2020-04-27,80-84,268
2020-04-27,85-89,289
2020-04-27,90+,334
2020-04-28,0-4,13
2020-04-28,10-14,13
2020-04-28,15-19,63
2020-04-28,20-24,205
2020-04-28,25-29,282
2020-04-28,30-34,256
2020-04-28,35-39,266
2020-04-28,40-44,269
2020-04-28,45-49,308
2020-04-28,5-9,11
2020-04-28,50-54,351
2020-04-28,55-59,316
2020-04-28,60-64,232
2020-04-28,65-69,139
2020-04-28,70-74,137
2020-04-28,75-79,158
2020-04-28,80-84,258
2020-04-28,85-89,271
2020-04-28,90+,310
2020-04-29,0-4,10
2020-04-29,10-14,10
2020-04-29,15-19,64
2020-04-29,20-24,244
2020-04-29,25-29,374
2020-04-29,30-34,369
2020-04-29,35-39,303
2020-04-29,40-44,317
2020-04-29,45-49,395
2020-04-29,5-9,8
2020-04-29,50-54,452
2020-04-29,55-59,396
2020-04-29,60-64,244
2020-04-29,65-69,149
2020-04-29,70-74,164
2020-04-29,75-79,197
2020-04-29,80-84,265
2020-04-29,85-89,328
2020-04-29,90+,351
2020-04-30,0-4,16
2020-04-30,10-14,7
2020-04-30,15-19,65
2020-04-30,20-24,222
2020-04-30,25-29,308
2020-04-30,30-34,303
2020-04-30,35-39,283
2020-04-30,40-44,288
2020-04-30,45-49,349
2020-04-30,5-9,9
2020-04-30,50-54,348
2020-04-30,55-59,364
2020-04-30,60-64,246
2020-04-30,65-69,139
2020-04-30,70-74,155
2020-04-30,75-79,207
2020-04-30,80-84,280
2020-04-30,85-89,314
2020-04-30,90+,363
2020-05-01,0-4,5
2020-05-01,10-14,11
2020-05-01,15-19,67
2020-05-01,20-24,221
2020-05-01,25-29,349
2020-05-01,30-34,281
2020-05-01,35-39,262
2020-05-01,40-44,279
2020-05-01,45-49,343
2020-05-01,5-9,14
2020-05-01,50-54,345
2020-05-01,55-59,283
2020-05-01,60-64,234
2020-05-01,65-69,140
2020-05-01,70-74,127
2020-05-01,75-79,177
2020-05-01,80-84,264
2020-05-01,85-89,305
2020-05-01,90+,354
2020-05-02,0-4,8
2020-05-02,10-14,11
2020-05-02,15-19,27
2020-05-02,20-24,143
2020-05-02,25-29,177
2020-05-02,30-34,195
2020-05-02,35-39,187
2020-05-02,40-44,175
2020-05-02,45-49,205
2020-05-02,5-9,6
2020-05-02,50-54,225
2020-05-02,55-59,228
2020-05-02,60-64,150
2020-05-02,65-69,93
2020-05-02,70-74,96
2020-05-02,75-79,118
2020-05-02,80-84,201
2020-05-02,85-89,205
2020-05-02,90+,256
2020-05-03,0-4,5
2020-05-03,10-14,11
2020-05-03,15-19,56
2020-05-03,20-24,151
2020-05-03,25-29,180
2020-05-03,30-34,168
2020-05-03,35-39,165
2020-05-03,40-44,172
2020-05-03,45-49,200
2020-05-03,5-9,9
2020-05-03,50-54,198
2020-05-03,55-59,194
2020-05-03,60-64,139
2020-05-03,65-69,101
2020-05-03,70-74,74
2020-05-03,75-79,106
2020-05-03,80-84,174
2020-05-03,85-89,230
2020-05-03,90+,207
2020-05-04,0-4,10
2020-05-04,10-14,11
2020-05-04,15-19,55
2020-05-04,20-24,116
2020-05-04,25-29,162
2020-05-04,30-34,204
2020-05-04,35-39,139
2020-05-04,40-44,167
2020-05-04,45-49,184
2020-05-04,5-9,14
2020-05-04,50-54,212
2020-05-04,55-59,201
2020-05-04,60-64,145
2020-05-04,65-69,89
2020-05-04,70-74,123
2020-05-04,75-79,158
2020-05-04,80-84,224
2020-05-04,85-89,287
2020-05-04,90+,319
2020-05-05,0-4,4
2020-05-05,10-14,30
2020-05-05,15-19,54
2020-05-05,20-24,166
2020-05-05,25-29,208
2020-05-05,30-34,236
2020-05-05,35-39,213
2020-05-05,40-44,199
2020-05-05,45-49,251
2020-05-05,5-9,22
2020-05-05,50-54,223
2020-05-05,55-59,238
2020-05-05,60-64,172
2020-05-05,65-69,104
2020-05-05,70-74,105
2020-05-05,75-79,149
2020-05-05,80-84,187
2020-05-05,85-89,269
2020-05-05,90+,292
2020-05-06,0-4,8
2020-05-06,10-14,35
2020-05-06,15-19,62
2020-05-06,20-24,158
2020-05-06,25-29,273
2020-05-06,30-34,224
2020-05-06,35-39,198
2020-05-06,40-44,208
2020-05-06,45-49,237
2020-05-06,5-9,24
2020-05-06,50-54,279
2020-05-06,55-59,259
2020-05-06,60-64,182
2020-05-06,65-69,111
2020-05-06,70-74,116
2020-05-06,75-79,135
2020-05-06,80-84,214
2020-05-06,85-89,256
2020-05-06,90+,263
2020-05-07,0-4,5
2020-05-07,10-14,24
2020-05-07,15-19,68
2020-05-07,20-24,171
2020-05-07,25-29,212
2020-05-07,30-34,212
2020-05-07,35-39,195
2020-05-07,40-44,180
2020-05-07,45-49,207
2020-05-07,5-9,25
2020-05-07,50-54,267
2020-05-07,55-59,239
2020-05-07,60-64,187
2020-05-07,65-69,115
2020-05-07,70-74,104
2020-05-07,75-79,152
2020-05-07,80-84,214
2020-05-07,85-89,286
2020-05-07,90+,317
2020-05-08,0-4,6
2020-05-08,10-14,29
2020-05-08,15-19,72
2020-05-08,20-24,159
2020-05-08,25-29,199
2020-05-08,30-34,221
2020-05-08,35-39,167
2020-05-08,40-44,194
2020-05-08,45-49,199
2020-05-08,5-9,19
2020-05-08,50-54,224
2020-05-08,55-59,190
2020-05-08,60-64,113
2020-05-08,65-69,88
2020-05-08,70-74,88
2020-05-08,75-79,93
2020-05-08,80-84,152
2020-05-08,85-89,171
2020-05-08,90+,222
2020-05-09,0-4,8
2020-05-09,10-14,16
2020-05-09,15-19,35
2020-05-09,20-24,118
2020-05-09,25-29,130
2020-05-09,30-34,122
2020-05-09,35-39,124
2020-05-09,40-44,127
2020-05-09,45-49,149
2020-05-09,5-9,11
2020-05-09,50-54,149
2020-05-09,55-59,136
2020-05-09,60-64,86
2020-05-09,65-69,51
2020-05-09,70-74,73
2020-05-09,75-79,88
2020-05-09,80-84,107
2020-05-09,85-89,123
2020-05-09,90+,132
2020-05-10,0-4,5
2020-05-10,10-14,21
2020-05-10,15-19,42
2020-05-10,20-24,93
2020-05-10,25-29,163
2020-05-10,30-34,160
2020-05-10,35-39,119
2020-05-10,40-44,141
2020-05-10,45-49,147
2020-05-10,5-9,20
2020-05-10,50-54,157
2020-05-10,55-59,149
2020-05-10,60-64,119
2020-05-10,65-69,73
2020-05-10,70-74,63
2020-05-10,75-79,94
2020-05-10,80-84,127
2020-05-10,85-89,138
2020-05-10,90+,168
2020-05-11,0-4,13
2020-05-11,10-14,26
2020-05-11,15-19,51
2020-05-11,20-24,147
2020-05-11,25-29,221
2020-05-11,30-34,210
2020-05-11,35-39,182
2020-05-11,40-44,182
2020-05-11,45-49,229
2020-05-11,5-9,18
2020-05-11,50-54,223
2020-05-11,55-59,209
2020-05-11,60-64,159
2020-05-11,65-69,110
2020-05-11,70-74,117
2020-05-11,75-79,146
2020-05-11,80-84,225
2020-05-11,85-89,247
2020-05-11,90+,325
2020-05-12,0-4,7
2020-05-12,10-14,23
2020-05-12,15-19,62
2020-05-12,20-24,167
2020-05-12,25-29,211
2020-05-12,30-34,208
2020-05-12,35-39,188
2020-05-12,40-44,174
2020-05-12,45-49,213
2020-05-12,5-9,24
2020-05-12,50-54,216
2020-05-12,55-59,179
2020-05-12,60-64,170
2020-05-12,65-69,82
2020-05-12,70-74,96
2020-05-12,75-79,145
2020-05-12,80-84,189
2020-05-12,85-89,262
2020-05-12,90+,283
2020-05-13,0-4,10
2020-05-13,10-14,35
2020-05-13,15-19,65
2020-05-13,20-24,143
2020-05-13,25-29,214
2020-05-13,30-34,196
2020-05-13,35-39,170
2020-05-13,40-44,170
2020-05-13,45-49,195
2020-05-13,5-9,23
2020-05-13,50-54,214
2020-05-13,55-59,193
2020-05-13,60-64,150
2020-05-13,65-69,103
2020-05-13,70-74,102
2020-05-13,75-79,127
2020-05-13,80-84,193
2020-05-13,85-89,248
2020-05-13,90+,302
2020-05-14,0-4,5
2020-05-14,10-14,22
2020-05-14,15-19,45
2020-05-14,20-24,135
2020-05-14,25-29,150
2020-05-14,30-34,180
2020-05-14,35-39,152
2020-05-14,40-44,137
2020-05-14,45-49,148
2020-05-14,5-9,28
2020-05-14,50-54,183
2020-05-14,55-59,174
2020-05-14,60-64,139
2020-05-14,65-69,64
2020-05-14,70-74,75
2020-05-14,75-79,102
2020-05-14,80-84,150
2020-05-14,85-89,151
2020-05-14,90+,153
2020-05-15,0-4,4
2020-05-15,10-14,21
2020-05-15,15-19,38
2020-05-15,20-24,149
2020-05-15,25-29,177
2020-05-15,30-34,149
2020-05-15,35-39,166
2020-05-15,40-44,155
2020-05-15,45-49,152
2020-05-15,5-9,18
2020-05-15,50-54,190
2020-05-15,55-59,177
2020-05-15,60-64,102
2020-05-15,65-69,75
2020-05-15,70-74,84
2020-05-15,75-79,75
2020-05-15,80-84,101
2020-05-15,85-89,151
2020-05-15,90+,137
2020-05-16,0-4,8
2020-05-16,10-14,31
2020-05-16,15-19,48
2020-05-16,20-24,125
2020-05-16,25-29,158
2020-05-16,30-34,162
2020-05-16,35-39,124
2020-05-16,40-44,137
2020-05-16,45-49,124
2020-05-16,5-9,26
2020-05-16,50-54,140
2020-05-16,55-59,125
2020-05-16,60-64,94
2020-05-16,65-69,54
2020-05-16,70-74,74
2020-05-16,75-79,60
2020-05-16,80-84,77
2020-05-16,85-89,92
2020-05-16,90+,101
2020-05-17,0-4,2
2020-05-17,10-14,14
2020-05-17,15-19,43
2020-05-17,20-24,118
2020-05-17,25-29,136
2020-05-17,30-34,109
2020-05-17,35-39,113
2020-05-17,40-44,96
2020-05-17,45-49,130
2020-05-17,5-9,18
2020-05-17,50-54,141
2020-05-17,55-59,118
2020-05-17,60-64,67
2020-05-17,65-69,47
2020-05-17,70-74,56
2020-05-17,75-79,65
2020-05-17,80-84,99
2020-05-17,85-89,99
2020-05-17,90+,109
2020-05-18,0-4,2
2020-05-18,10-14,17
2020-05-18,15-19,65
2020-05-18,20-24,149
2020-05-18,25-29,169
2020-05-18,30-34,148
2020-05-18,35-39,132
2020-05-18,40-44,144
2020-05-18,45-49,148
2020-05-18,5-9,23
2020-05-18,50-54,188
2020-05-18,55-59,200
2020-05-18,60-64,110
2020-05-18,65-69,73
2020-05-18,70-74,71
2020-05-18,75-79,94
2020-05-18,80-84,131
2020-05-18,85-89,168
2020-05-18,90+,171
2020-05-19,0-4,9
2020-05-19,10-14,29
2020-05-19,15-19,46
2020-05-19,20-24,162
2020-05-19,25-29,191
2020-05-19,30-34,190
2020-05-19,35-39,173
2020-05-19,40-44,176
2020-05-19,45-49,193
2020-05-19,5-9,34
2020-05-19,50-54,190
2020-05-19,55-59,165
2020-05-19,60-64,123
2020-05-19,65-69,93
2020-05-19,70-74,115
2020-05-19,75-79,132
2020-05-19,80-84,165
2020-05-19,85-89,198
2020-05-19,90+,184
2020-05-20,0-4,11
2020-05-20,10-14,40
2020-05-20,15-19,44
2020-05-20,20-24,131
2020-05-20,25-29,195
2020-05-20,30-34,159
2020-05-20,35-39,140
2020-05-20,40-44,131
2020-05-20,45-49,173
2020-05-20,5-9,20
2020-05-20,50-54,191
2020-05-20,55-59,205
2020-05-20,60-64,146
2020-05-20,65-69,79
2020-05-20,70-74,79
2020-05-20,75-79,106
2020-05-20,80-84,125
2020-05-20,85-89,173
2020-05-20,90+,158
2020-05-21,0-4,5
2020-05-21,10-14,27
2020-05-21,15-19,55
2020-05-21,20-24,144
2020-05-21,25-29,175
2020-05-21,30-34,163
2020-05-21,35-39,162
2020-05-21,40-44,157
2020-05-21,45-49,130
2020-05-21,5-9,34
2020-05-21,50-54,180
2020-05-21,55-59,162
2020-05-21,60-64,123
2020-05-21,65-69,59
2020-05-21,70-74,88
2020-05-21,75-79,99
2020-05-21,80-84,129
2020-05-21,85-89,156
2020-05-21,90+,200
2020-05-22,0-4,3
2020-05-22,10-14,23
2020-05-22,15-19,47
2020-05-22,20-24,94
2020-05-22,25-29,140
2020-05-22,30-34,135
2020-05-22,35-39,113
2020-05-22,40-44,108
2020-05-22,45-49,109
2020-05-22,5-9,25
2020-05-22,50-54,128
2020-05-22,55-59,142
2020-05-22,60-64,95
2020-05-22,65-69,65
2020-05-22,70-74,67
2020-05-22,75-79,79
2020-05-22,80-84,112
2020-05-22,85-89,139
2020-05-22,90+,159
2020-05-23,0-4,2
2020-05-23,10-14,21
2020-05-23,15-19,32
2020-05-23,20-24,105
2020-05-23,25-29,125
2020-05-23,30-34,108
2020-05-23,35-39,67
2020-05-23,40-44,76
2020-05-23,45-49,93
2020-05-23,5-9,19
2020-05-23,50-54,123
2020-05-23,55-59,102
2020-05-23,60-64,72
2020-05-23,65-69,42
2020-05-23,70-74,50
2020-05-23,75-79,65
2020-05-23,80-84,69
2020-05-23,85-89,59
2020-05-23,90+,68
2020-05-24,0-4,3
2020-05-24,10-14,19
2020-05-24,15-19,42
2020-05-24,20-24,96
2020-05-24,25-29,85
2020-05-24,30-34,96
2020-05-24,35-39,94
2020-05-24,40-44,80
2020-05-24,45-49,87
2020-05-24,5-9,22
2020-05-24,50-54,86
2020-05-24,55-59,106
2020-05-24,60-64,70
2020-05-24,65-69,33
2020-05-24,70-74,49
2020-05-24,75-79,47
2020-05-24,80-84,60
2020-05-24,85-89,57
2020-05-24,90+,63
2020-05-25,0-4,0
2020-05-25,10-14,20
2020-05-25,15-19,33
2020-05-25,20-24,74
2020-05-25,25-29,98
2020-05-25,30-34,106
2020-05-25,35-39,98
2020-05-25,40-44,95
2020-05-25,45-49,98
2020-05-25,5-9,19
2020-05-25,50-54,125
2020-05-25,55-59,104
2020-05-25,60-64,79
2020-05-25,65-69,41
2020-05-25,70-74,42
2020-05-25,75-79,66
2020-05-25,80-84,72
2020-05-25,85-89,98
2020-05-25,90+,100
2020-05-26,0-4,3
2020-05-26,10-14,15
2020-05-26,15-19,29
2020-05-26,20-24,102
2020-05-26,25-29,97
2020-05-26,30-34,123
2020-05-26,35-39,98
2020-05-26,40-44,86
2020-05-26,45-49,107
2020-05-26,5-9,24
2020-05-26,50-54,109
2020-05-26,55-59,109
2020-05-26,60-64,75
2020-05-26,65-69,52
2020-05-26,70-74,58
2020-05-26,75-79,65
2020-05-26,80-84,92
2020-05-26,85-89,98
2020-05-26,90+,103
2020-05-27,0-4,8
2020-05-27,10-14,23
2020-05-27,15-19,40
2020-05-27,20-24,101
2020-05-27,25-29,146
2020-05-27,30-34,117
2020-05-27,35-39,97
2020-05-27,40-44,88
2020-05-27,45-49,101
2020-05-27,5-9,11
2020-05-27,50-54,122
2020-05-27,55-59,121
2020-05-27,60-64,78
2020-05-27,65-69,55
2020-05-27,70-74,50
2020-05-27,75-79,83
2020-05-27,80-84,114
2020-05-27,85-89,119
2020-05-27,90+,132
2020-05-28,0-4,8
2020-05-28,10-14,32
2020-05-28,15-19,37
2020-05-28,20-24,95
2020-05-28,25-29,120
2020-05-28,30-34,112
2020-05-28,35-39,95
2020-05-28,40-44,96
2020-05-28,45-49,117
2020-05-28,5-9,23
2020-05-28,50-54,112
2020-05-28,55-59,91
2020-05-28,60-64,76
2020-05-28,65-69,54
2020-05-28,70-74,57
2020-05-28,75-79,79
2020-05-28,80-84,104
2020-05-28,85-89,100
2020-05-28,90+,147
2020-05-29,0-4,10
2020-05-29,10-14,13
2020-05-29,15-19,31
2020-05-29,20-24,76
2020-05-29,25-29,110
2020-05-29,30-34,114
2020-05-29,35-39,93
2020-05-29,40-44,73
2020-05-29,45-49,103
2020-05-29,5-9,9
2020-05-29,50-54,96
2020-05-29,55-59,106
2020-05-29,60-64,77
2020-05-29,65-69,60
2020-05-29,70-74,55
2020-05-29,75-79,48
2020-05-29,80-84,78
2020-05-29,85-89,104
2020-05-29,90+,109
2020-05-30,0-4,4
2020-05-30,10-14,18
2020-05-30,15-19,18
2020-05-30,20-24,71
2020-05-30,25-29,74
2020-05-30,30-34,85
2020-05-30,35-39,73
2020-05-30,40-44,57
2020-05-30,45-49,59
2020-05-30,5-9,16
2020-05-30,50-54,76
2020-05-30,55-59,57
2020-05-30,60-64,62
2020-05-30,65-69,33
2020-05-30,70-74,48
2020-05-30,75-79,48
2020-05-30,80-84,65
2020-05-30,85-89,63
2020-05-30,90+,68
2020-05-31,0-4,11
2020-05-31,10-14,11
2020-05-31,15-19,31
2020-05-31,20-24,65
2020-05-31,25-29,69
2020-05-31,30-34,72
2020-05-31,35-39,59
2020-05-31,40-44,57
2020-05-31,45-49,60
2020-05-31,5-9,14
2020-05-31,50-54,76
2020-05-31,55-59,61
2020-05-31,60-64,49
2020-05-31,65-69,36
2020-05-31,70-74,43
2020-05-31,75-79,44
2020-05-31,80-84,73
2020-05-31,85-89,64
2020-05-31,90+,91
2020-06-01,0-4,9
2020-06-01,10-14,16
2020-06-01,15-19,32
2020-06-01,20-24,77
2020-06-01,25-29,107
2020-06-01,30-34,76
2020-06-01,35-39,79
2020-06-01,40-44,75
2020-06-01,45-49,92
2020-06-01,5-9,13
2020-06-01,50-54,89
2020-06-01,55-59,104
2020-06-01,60-64,50
2020-06-01,65-69,42
2020-06-01,70-74,43
2020-06-01,75-79,70
2020-06-01,80-84,94
2020-06-01,85-89,105
2020-06-01,90+,130
2020-06-02,0-4,15
2020-06-02,10-14,18
2020-06-02,15-19,36
2020-06-02,20-24,82
2020-06-02,25-29,102
2020-06-02,30-34,113
2020-06-02,35-39,87
2020-06-02,40-44,83
2020-06-02,45-49,93
2020-06-02,5-9,15
2020-06-02,50-54,83
2020-06-02,55-59,73
2020-06-02,60-64,53
2020-06-02,65-69,41
2020-06-02,70-74,51
2020-06-02,75-79,66
2020-06-02,80-84,104
2020-06-02,85-89,101
2020-06-02,90+,128
2020-06-03,0-4,9
2020-06-03,10-14,21
2020-06-03,15-19,47
2020-06-03,20-24,73
2020-06-03,25-29,103
2020-06-03,30-34,89
2020-06-03,35-39,75
2020-06-03,40-44,74
2020-06-03,45-49,78
2020-06-03,5-9,13
2020-06-03,50-54,80
2020-06-03,55-59,78
2020-06-03,60-64,58
2020-06-03,65-69,45
2020-06-03,70-74,42
2020-06-03,75-79,60
2020-06-03,80-84,80
2020-06-03,85-89,106
2020-06-03,90+,94
2020-06-04,0-4,13
2020-06-04,10-14,16
2020-06-04,15-19,33
2020-06-04,20-24,69
2020-06-04,25-29,99
2020-06-04,30-34,71
2020-06-04,35-39,84
2020-06-04,40-44,56
2020-06-04,45-49,73
2020-06-04,5-9,15
2020-06-04,50-54,81
2020-06-04,55-59,82
2020-06-04,60-64,50
2020-06-04,65-69,32
2020-06-04,70-74,63
2020-06-04,75-79,50
2020-06-04,80-84,80
2020-06-04,85-89,80
2020-06-04,90+,96
2020-06-05,0-4,14
2020-06-05,10-14,14
2020-06-05,15-19,32
2020-06-05,20-24,64
2020-06-05,25-29,87
2020-06-05,30-34,86
2020-06-05,35-39,60
2020-06-05,40-44,70
2020-06-05,45-49,73
2020-06-05,5-9,11
2020-06-05,50-54,72
2020-06-05,55-59,61
2020-06-05,60-64,51
2020-06-05,65-69,41
2020-06-05,70-74,28
2020-06-05,75-79,42
2020-06-05,80-84,68
2020-06-05,85-89,63
2020-06-05,90+,72
2020-06-06,0-4,5
2020-06-06,10-14,13
2020-06-06,15-19,28
2020-06-06,20-24,56
2020-06-06,25-29,66
2020-06-06,30-34,72
2020-06-06,35-39,52
2020-06-06,40-44,52
2020-06-06,45-49,49
2020-06-06,5-9,15
2020-06-06,50-54,56
2020-06-06,55-59,48
2020-06-06,60-64,36
2020-06-06,65-69,36
2020-06-06,70-74,21
2020-06-06,75-79,19
2020-06-06,80-84,31
2020-06-06,85-89,22
2020-06-06,90+,43
2020-06-07,0-4,5
2020-06-07,10-14,13
2020-06-07,15-19,15
2020-06-07,20-24,51
2020-06-07,25-29,66
2020-06-07,30-34,66
2020-06-07,35-39,50
2020-06-07,40-44,54
2020-06-07,45-49,30
2020-06-07,5-9,16
2020-06-07,50-54,40
2020-06-07,55-59,46
2020-06-07,60-64,37
2020-06-07,65-69,22
2020-06-07,70-74,30
2020-06-07,75-79,26
2020-06-07,80-84,36
2020-06-07,85-89,30
2020-06-07,90+,27
2020-06-08,0-4,8
2020-06-08,10-14,18
2020-06-08,15-19,29
2020-06-08,20-24,80
2020-06-08,25-29,68
2020-06-08,30-34,83
2020-06-08,35-39,69
2020-06-08,40-44,70
2020-06-08,45-49,86
2020-06-08,5-9,19
2020-06-08,50-54,76
2020-06-08,55-59,69
2020-06-08,60-64,44
2020-06-08,65-69,30
2020-06-08,70-74,31
2020-06-08,75-79,33
2020-06-08,80-84,53
2020-06-08,85-89,56
2020-06-08,90+,60
2020-06-09,0-4,16
2020-06-09,10-14,18
2020-06-09,15-19,37
2020-06-09,20-24,70
2020-06-09,25-29,100
2020-06-09,30-34,93
2020-06-09,35-39,82
2020-06-09,40-44,69
2020-06-09,45-49,68
2020-06-09,5-9,12
2020-06-09,50-54,53
2020-06-09,55-59,83
2020-06-09,60-64,54
2020-06-09,65-69,35
2020-06-09,70-74,34
2020-06-09,75-79,49
2020-06-09,80-84,60
2020-06-09,85-89,51
2020-06-09,90+,63
2020-06-10,0-4,14
2020-06-10,10-14,26
2020-06-10,15-19,26
2020-06-10,20-24,72
2020-06-10,25-29,104
2020-06-10,30-34,89
2020-06-10,35-39,68
2020-06-10,40-44,74
2020-06-10,45-49,76
2020-06-10,5-9,22
2020-06-10,50-54,66
2020-06-10,55-59,58
2020-06-10,60-64,59
2020-06-10,65-69,30
2020-06-10,70-74,38
2020-06-10,75-79,47
2020-06-10,80-84,65
2020-06-10,85-89,74
2020-06-10,90+,63
2020-06-11,0-4,9
2020-06-11,10-14,17
2020-06-11,15-19,33
2020-06-11,20-24,65
2020-06-11,25-29,81
2020-06-11,30-34,72
2020-06-11,35-39,83
2020-06-11,40-44,73
2020-06-11,45-49,57
2020-06-11,5-9,11
2020-06-11,50-54,72
2020-06-11,55-59,58
2020-06-11,60-64,53
2020-06-11,65-69,25
2020-06-11,70-74,25
2020-06-11,75-79,31
2020-06-11,80-84,42
2020-06-11,85-89,55
2020-06-11,90+,44
2020-06-12,0-4,13
2020-06-12,10-14,14
2020-06-12,15-19,30
2020-06-12,20-24,60
2020-06-12,25-29,81
2020-06-12,30-34,97
2020-06-12,35-39,77
2020-06-12,40-44,80
2020-06-12,45-49,77
2020-06-12,5-9,22
2020-06-12,50-54,70
2020-06-12,55-59,61
2020-06-12,60-64,49
2020-06-12,65-69,23
2020-06-12,70-74,30
2020-06-12,75-79,40
2020-06-12,80-84,36
2020-06-12,85-89,44
2020-06-12,90+,30
2020-06-13,0-4,10
2020-06-13,10-14,21
2020-06-13,15-19,29
2020-06-13,20-24,50
2020-06-13,25-29,71
2020-06-13,30-34,70
2020-06-13,35-39,67
2020-06-13,40-44,44
2020-06-13,45-49,66
2020-06-13,5-9,14
2020-06-13,50-54,66
2020-06-13,55-59,43
2020-06-13,60-64,47
2020-06-13,65-69,40
2020-06-13,70-74,28
2020-06-13,75-79,24
2020-06-13,80-84,36
2020-06-13,85-89,31
2020-06-13,90+,23
2020-06-14,0-4,19
2020-06-14,10-14,19
2020-06-14,15-19,24
2020-06-14,20-24,51
2020-06-14,25-29,59
2020-06-14,30-34,80
2020-06-14,35-39,76
2020-06-14,40-44,62
2020-06-14,45-49,62
2020-06-14,5-9,10
2020-06-14,50-54,56
2020-06-14,55-59,55
2020-06-14,60-64,32
2020-06-14,65-69,18
2020-06-14,70-74,22
2020-06-14,75-79,19
2020-06-14,80-84,33
2020-06-14,85-89,24
2020-06-14,90+,23
2020-06-15,0-4,12
2020-06-15,10-14,15
2020-06-15,15-19,38
2020-06-15,20-24,67
2020-06-15,25-29,76
2020-06-15,30-34,77
2020-06-15,35-39,76
2020-06-15,40-44,69
2020-06-15,45-49,85
2020-06-15,5-9,18
2020-06-15,50-54,76
2020-06-15,55-59,70
2020-06-15,60-64,39
2020-06-15,65-69,33
2020-06-15,70-74,27
2020-06-15,75-79,36
2020-06-15,80-84,42
2020-06-15,85-89,47
2020-06-15,90+,29
2020-06-16,0-4,13
2020-06-16,10-14,24
2020-06-16,15-19,30
2020-06-16,20-24,70
2020-06-16,25-29,92
2020-06-16,30-34,86
2020-06-16,35-39,70
2020-06-16,40-44,87
2020-06-16,45-49,68
2020-06-16,5-9,21
2020-06-16,50-54,59
2020-06-16,55-59,50
2020-06-16,60-64,45
2020-06-16,65-69,45
2020-06-16,70-74,42
2020-06-16,75-79,41
2020-06-16,80-84,56
2020-06-16,85-89,58
2020-06-16,90+,32
2020-06-17,0-4,12
2020-06-17,10-14,18
2020-06-17,15-19,38
2020-06-17,20-24,64
2020-06-17,25-29,87
2020-06-17,30-34,90
2020-06-17,35-39,70
2020-06-17,40-44,69
2020-06-17,45-49,65
2020-06-17,5-9,11
2020-06-17,50-54,61
2020-06-17,55-59,64
2020-06-17,60-64,41
2020-06-17,65-69,33
2020-06-17,70-74,30
2020-06-17,75-79,30
2020-06-17,80-84,37
2020-06-17,85-89,47
2020-06-17,90+,34
2020-06-18,0-4,13
2020-06-18,10-14,23
2020-06-18,15-19,47
2020-06-18,20-24,70
2020-06-18,25-29,87
2020-06-18,30-34,82
2020-06-18,35-39,89
2020-06-18,40-44,63
2020-06-18,45-49,71
2020-06-18,5-9,16
2020-06-18,50-54,64
2020-06-18,55-59,68
2020-06-18,60-64,31
2020-06-18,65-69,36
2020-06-18,70-74,34
2020-06-18,75-79,32
2020-06-18,80-84,32
2020-06-18,85-89,38
2020-06-18,90+,39
2020-06-19,0-4,16
2020-06-19,10-14,22
2020-06-19,15-19,29
2020-06-19,20-24,46
2020-06-19,25-29,62
2020-06-19,30-34,70
2020-06-19,35-39,64
2020-06-19,40-44,61
2020-06-19,45-49,62
2020-06-19,5-9,11
2020-06-19,50-54,67
2020-06-19,55-59,58
2020-06-19,60-64,44
2020-06-19,65-69,41
2020-06-19,70-74,26
2020-06-19,75-79,33
2020-06-19,80-84,35
2020-06-19,85-89,35
2020-06-19,90+,30
2020-06-20,0-4,10
2020-06-20,10-14,22
2020-06-20,15-19,29
2020-06-20,20-24,50
2020-06-20,25-29,52
2020-06-20,30-34,64
2020-06-20,35-39,42
2020-06-20,40-44,44
2020-06-20,45-49,54
2020-06-20,5-9,10
2020-06-20,50-54,57
2020-06-20,55-59,39
2020-06-20,60-64,29
2020-06-20,65-69,18
2020-06-20,70-74,14
2020-06-20,75-79,16
2020-06-20,80-84,29
2020-06-20,85-89,19
2020-06-20,90+,26
2020-06-21,0-4,8
2020-06-21,10-14,15
2020-06-21,15-19,19
2020-06-21,20-24,45
2020-06-21,25-29,55
2020-06-21,30-34,58
2020-06-21,35-39,45
2020-06-21,40-44,42
2020-06-21,45-49,45
2020-06-21,5-9,7
2020-06-21,50-54,42
2020-06-21,55-59,37
2020-06-21,60-64,27
2020-06-21,65-69,21
2020-06-21,70-74,22
2020-06-21,75-79,13
2020-06-21,80-84,17
2020-06-21,85-89,17
2020-06-21,90+,13
2020-06-22,0-4,21
2020-06-22,10-14,19
2020-06-22,15-19,33
2020-06-22,20-24,67
2020-06-22,25-29,72
2020-06-22,30-34,75
2020-06-22,35-39,76
2020-06-22,40-44,57
2020-06-22,45-49,50
2020-06-22,5-9,21
2020-06-22,50-54,58
2020-06-22,55-59,60
2020-06-22,60-64,36
2020-06-22,65-69,22
2020-06-22,70-74,27
2020-06-22,75-79,19
2020-06-22,80-84,44
2020-06-22,85-89,23
2020-06-22,90+,31
2020-06-23,0-4,14
2020-06-23,10-14,22
2020-06-23,15-19,27
2020-06-23,20-24,56
2020-06-23,25-29,72
2020-06-23,30-34,57
2020-06-23,35-39,51
2020-06-23,40-44,51
2020-06-23,45-49,37
2020-06-23,5-9,11
2020-06-23,50-54,47
2020-06-23,55-59,45
2020-06-23,60-64,38
